hour_of_day,day_of_week,rainfall_mm,visibility_m,distance_to_sangam_km,is_bridge_segment,near_railway_crossing,road_width_category,is_rally,is_protest,is_vip_movement,is_wedding_season,is_mela_bathing_day,is_exam_season,is_market_day,is_railway_crossing_closure,congestion_percent
1,5,0.0,5644.1586802538495,5.4634182171931664,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.76697599346898
14,3,13.53228215474579,1324.1523151729516,2.5291020943427145,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.81184380822835
13,1,0.0,9916.598071581231,11.36012671008827,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.285691488737285
19,5,0.0,2668.1271618269916,0.7591626113576022,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.482887619348254
21,6,0.0,2225.958314309801,8.30227430376492,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.724984542848226
10,4,0.0,5409.988312902585,4.423892007679689,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.23141866526937
2,2,0.0,5510.91934013042,2.005053732970532,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.18348534019271
16,3,0.0,4566.261156982469,11.577273181539612,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.86116022143508
11,3,0.0,7787.353819354968,3.2612525138288504,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.61272859918628
23,5,5.479548562313167,5311.5476870674465,3.3551281808240834,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.634889566216618
20,1,0.0,6214.045914906346,4.126151777068845,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21693706446127
14,0,10.1726283978804,7320.3399384555205,8.801501457420411,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.545158431653945
15,2,0.0,542.7434851695061,9.894988975361224,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.69795732056151
4,3,0.0,5835.248570686935,0.26403785552017445,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.96399682557912
19,1,0.0,8876.686370915182,3.6280445417068545,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
5,4,0.0,468.6708063767089,6.464562637579243,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.07354216737749
18,3,0.0,4230.266406869323,4.979654282418497,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.91061932195367
4,1,23.858611343916678,9284.406266996551,13.262559877663291,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.03978044571679
2,0,18.92339199314796,3725.5977021406165,11.815630963296282,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.198690072049274
0,0,17.62685316449395,4749.669594742336,9.388353233082412,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.622609375487166
5,3,0.0,9820.951512529833,5.070636239955596,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.18043354617301
14,6,14.473544111433528,2233.441431820566,10.510085172692397,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.01120924346416
1,3,0.0,932.9753345125577,12.654570192686917,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.723955032589018
2,5,0.0,8636.399131354652,8.9224556603848,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.170563228980626
16,2,20.949399718216803,8724.113809759974,11.766922003400687,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.15765830752392
23,1,13.010907993208786,4879.154996396128,11.236574420996217,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.84086635359252
11,3,0.0,5287.809592429677,8.576059667404833,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.60970390967135
17,2,0.0,8407.32178529301,4.682748252322664,1,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.11000914432009
14,5,0.0,7464.027131723213,11.186732370019076,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.158534513272535
11,2,9.028731466760174,2871.9453215050034,3.101945495364097,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.60790315251632
15,3,0.0,463.865544193729,11.692325197073007,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.515744274445055
7,0,23.824881265128287,4953.091576575393,12.068200382137995,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.53866633660648
13,1,0.0,8631.449563127722,12.332173193555596,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.42773626712419
16,1,0.0,8989.596363894572,7.093739564676865,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.056433813769026
20,0,0.0,9575.394111638692,2.887211516556325,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.2690991383752
7,6,0.0,8831.763404843978,1.4958540009910308,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.526075332914342
14,3,0.0,5926.422486391554,11.150418757318864,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.611096873871524
13,1,21.673002690672394,4612.6743125901785,13.293920767947197,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.14894232530467
17,3,2.5513086391821336,7816.043511380761,9.7625753825536,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.95631548962776
19,5,6.5997338069079206,7476.269853346285,2.162400905825544,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.094415035511304
6,3,0.26444499883417905,5519.991271790107,14.023446727763611,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.896660317789625
2,2,21.483829214302126,1147.0755138171503,14.836530218089793,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.7527413148982
11,0,0.0,9282.989063833113,6.50067914902383,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0173948543566
20,6,23.599575482290405,4719.344613766123,8.922379339106568,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.31676385350356
23,3,0.0,3824.3376845877638,11.658427800024867,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.729248959015976
2,6,0.0,6406.803733137085,11.04584685075067,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.61737464875237
19,6,0.0,6836.2282233196765,14.516807879001737,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.061013384231998
13,5,0.0,2343.672795193924,1.7232463661818338,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.25144999958588
14,4,0.0,8418.306794656575,8.710872992142086,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.597188439868006
13,0,12.2546216664682,3112.3898085250653,10.378971295096381,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74330236476314
6,6,0.0,2110.834081368872,13.35147636281505,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.892476056535475
16,1,0.0,4242.078572688625,13.111644415772261,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.46249249045331
11,2,0.0,7386.432784705413,14.66999690341935,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.60206903073187
19,1,0.0,9664.944330866094,7.681176809065185,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.06331932713185
3,5,0.0,8150.028264402902,12.461413002198398,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.11203317434775
8,5,0.0,9421.37926340086,6.409225621909915,0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.65190558895485
5,1,0.0,1663.8762995423099,6.334708167840484,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.618387258027926
15,0,0.0,990.4149489776648,3.8002254670928854,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.01078643279062
21,1,2.6570452147524026,5709.73619049471,12.273559305288448,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.017353728746635
21,3,8.73817566767211,3115.885585527133,14.787226587202735,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.879207154894104
20,1,0.0,8332.133237801947,3.845125925208868,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.55037087305294
20,2,0.0,6818.282352602563,0.8419738203160848,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.80501541690441
1,2,0.0,9716.063190662206,12.23313656128511,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.136933190799486
23,4,19.33097101477702,2771.485850593651,9.303450788021342,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.92605819111942
7,2,0.0,5012.105909245754,14.395482008265066,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.90594606593166
10,1,0.0,5162.032631025927,3.7835882861542833,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.06179507319897
12,2,24.99628370730787,2620.014910116549,1.0654148700192163,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.84136700884524
16,0,0.0,6023.9059750336755,7.386633912997524,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.897609160298423
7,6,0.0,4599.874064968623,1.2819903444772125,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.749115715005049
20,2,0.0,4633.199093101774,3.9268500165406115,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.70731832364588
17,3,21.009190616514214,3818.545485333091,1.8896679122875244,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.38505676867662
17,0,6.050998878930763,464.2147185276901,3.3619826949011804,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7009581250636
13,4,12.892361432270002,5364.323798073453,1.5921697923208777,1,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.48555925917845
14,3,0.0,3551.9040062932118,14.308589991409281,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.36550232399889
5,1,0.0,312.80272914799787,4.178440701746032,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.585229500799066
10,6,28.639125400801674,3287.0539643207408,6.658463789888482,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.30684114811412
12,1,3.8573178239063544,3002.6948309706427,13.479177114513336,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.568224778329714
0,6,0.0,4116.447086269267,10.159823819422115,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3529269812554
5,6,15.186931082726405,1578.9642995409504,9.270562208426615,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.48237318826543
8,1,0.0,5224.533098960319,10.583447855412556,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.82881147636228
7,3,0.0,7016.67141942586,12.432333856580728,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.964011537989435
10,3,25.555104264567994,6412.800019829353,13.165039017776413,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.78602440098504
21,6,0.0,8096.422991421149,9.639595059975397,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.58111963110041
18,3,6.868270084183358,4684.480393474687,13.350109120410865,1,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
23,6,0.0,5335.189784295364,8.030962911382153,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.039150467611147
8,6,0.0,8160.898826332138,4.159362844026352,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.10184874142206
16,0,7.662848431382715,4448.7013569466135,13.201150633257665,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.1473209253594
11,5,15.200736030188962,7105.51369402609,8.122092411196306,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.709212049224135
13,0,0.0,4515.642976564521,13.592063813508513,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.38111840312915
14,1,0.0,4352.041086762158,0.6025172092587183,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05612018257857
15,5,26.697931676702936,7673.994557932855,5.962736273118533,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.55423213876054
21,2,0.0,1995.9180800222482,14.217075275437024,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.728698386042566
21,1,14.257395797616013,3584.2839278332635,3.744751391374541,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.02336984046344
19,4,25.63822688200114,2474.4710844449473,14.12304369057739,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.12657815708825
0,0,0.0,3783.366446785692,14.308536916938749,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.34675933649474
9,3,0.0,2534.635776950433,13.232134713387914,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.900826488150166
7,0,0.0,5920.2346215405505,8.455020676399482,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.94193450511974
17,3,3.8643922128896433,8042.256785393099,9.704091736209577,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.24218314047032
0,5,0.0,7930.146693813648,13.044254976748038,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.857788994964334
1,4,0.0,3835.6593561232867,11.638456235837767,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.19494533324902
0,5,0.0,9890.975937174338,9.451407741831174,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.95805788317698
0,4,0.0,6060.387337646268,14.733891118060539,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.365756817693605
8,0,0.0,4174.18292724946,10.285149545005412,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.090802507419184
12,3,0.0,8404.731008641826,14.632229886716416,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.513500171240445
0,5,11.248936472235878,7379.777922633616,0.860827119106361,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.829756659714434
12,4,18.775751912103516,7567.970767193813,2.084405561133187,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.85779874233873
19,6,23.807735916069706,2202.5516924185545,6.7718826900073585,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.24078096138907
21,1,0.0,4842.745781474985,5.773191913264727,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.30017159879086
6,1,0.0,8659.732868998646,11.741022620355416,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.70945792895081
1,5,21.261857397146986,5189.168673998945,2.4092103970380565,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.861462975579705
5,3,0.0,6929.4916111841885,14.641427686672328,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.676720530304905
6,6,24.422007178538006,6002.957210432366,4.72598812891371,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97922864807235
13,5,18.183287995589193,8470.860840868307,6.433855616102392,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.80332725657246
17,0,0.0,3060.2401456875455,4.121175486600343,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0286368512576
14,4,10.185867573920799,5882.110195497739,8.690454259898209,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.18887905869281
1,0,3.2443782701159596,1495.3762796950987,0.8794305063387592,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.30519031449049
9,1,0.0,6995.044533984838,2.245162583556732,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.72217676701722
22,4,0.0,7400.088032021307,11.186965551280863,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.394296063196855
11,5,0.0,715.5220155332846,2.7975087510720584,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.63779558504965
16,0,0.0,6855.172347191456,3.5327167733499425,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.83616858802464
7,2,0.0,4322.4944954081275,11.894733535872566,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.39137785491214
10,3,0.0,1503.7396982639186,1.399517675358804,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.79288855647638
2,6,11.058619574948661,4373.103212675136,6.562107341562614,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.45541566304375
5,6,0.0,2184.0594180471426,0.3459508049584048,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.39114918687136
8,3,0.0,4330.92746159617,5.202110989768557,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5228687755051
5,2,17.556609881728658,4028.088571197719,10.484721039161316,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.82623601179597
8,1,0.0,7462.398878279758,1.3515491957584247,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.204052604524364
6,4,27.306651042309362,7809.89091421368,13.3250194016814,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.86508572978472
8,3,0.0,6188.177947530103,13.64248564411074,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.514627537242184
17,2,0.0,520.0623691697411,1.5748556268770264,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.513261268446215
11,5,0.0,9330.916106988641,14.860986545636651,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.387192989367918
7,6,3.006956345288583,6956.462816935543,4.462943300932334,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.77014984186719
7,2,0.0,631.6958642355316,1.2615250669740907,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.06486804168162
17,1,11.236084573531233,8242.679122376943,0.07600671745893406,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.75564338826578
19,1,0.0,2242.581700764563,6.127843436457939,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4959320634586
14,0,0.0,5918.4455388397355,9.447149785591765,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.95076180606193
6,3,0.0,4826.353388516815,4.982688748549699,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.885390636430795
10,0,15.409580154639887,4372.436188844244,12.55076048211934,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.62999183723247
19,6,20.83625922111822,8930.223085206657,10.74909413347575,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.95075904317298
15,2,0.0,4542.404528157363,5.252422979520491,0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.71629664969815
3,4,0.0,1030.837940459562,11.01464499912907,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0524313407695
5,4,0.0,9482.39565398504,14.107316054538748,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.158680163138904
21,1,0.0,9229.191743024387,1.3964399781452563,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.04908071780559
2,4,0.0,6938.997088941508,4.591559402364253,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.781627426193396
8,4,2.7568827623131877,4838.557522880642,6.9498890867503995,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.58788220671558
9,6,25.033626446750887,1200.736887552156,7.469851916321529,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.08251670697318
13,4,0.0,7970.256750201519,8.132934673291105,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.378897517476869
10,2,0.0,1032.1357699130808,4.509403598079728,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,68.73063573122252
17,4,4.586613469439945,965.4295534829129,10.008894689735236,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.58208790639084
21,5,1.9850616517554254,5512.623271661871,9.676267552947445,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.314184730158885
11,4,0.0,1853.2439297910103,8.667322594074209,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.88621283354501
22,4,0.0,374.98359320138513,1.7064258256631493,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.30401540757646
11,0,0.0,4404.200280659126,7.154518366439167,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.658305007320106
12,2,0.0,1631.0071466176396,5.343403312340634,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.216561981841
12,1,0.0,1856.999528222705,7.365577047571839,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.31725386592621
18,0,0.0,1046.0331957327462,13.82799653272539,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.38201713574885
18,3,19.68719679745076,2289.409411119016,7.207970147376124,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.26091415179107
22,2,0.0,7240.196543811577,0.20971187759267762,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.96191310289335
13,5,0.0,8146.594880012576,6.582551071261964,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.75641330262793
3,2,0.0,4689.576347084216,12.309722700740732,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.720771163123835
12,3,12.435624881705433,5213.5720140497515,11.700913848272524,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.96920677149481
7,3,25.264980901841493,616.7538355637653,7.700851102922715,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.3759657453845
22,3,0.0,972.3677353017735,3.7465351928897297,0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.41617199769227
20,6,0.0,2798.406938800314,6.976329943718176,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53.20347945019673
22,1,19.53959691678718,5575.814680917531,8.455533291272875,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.72586323439299
18,4,0.0,7473.646142729432,14.998071574112007,1,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11,2,0.0,6168.529694978921,9.66267135254066,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.01173551202186
17,6,0.0,4103.640193371846,10.413973950939202,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.63616870812273
5,4,0.0,1447.7435081304404,7.3718121535207795,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.51964179668695
17,4,0.0,7873.500378405737,5.317343261737948,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.23730572517033
18,5,14.85514776739999,3828.724700510854,12.19429475470809,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.05072347709627
21,3,18.27667988308064,7439.723940483059,7.423984865088543,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.07474392250786
4,1,0.0,5275.894766569116,14.920351949467877,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.495098910753015
23,5,21.503931500981118,7465.021919549705,6.856808614020661,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.31245709861976
8,0,0.0,9100.708746089947,1.0200042547136605,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2,6,0.0,9233.986305721879,10.238672056351241,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.769096014629152
9,6,0.0,5490.5357660058535,0.699621763887166,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.06761513003819
18,1,22.50450843895553,5261.631138226696,3.7575239532705496,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.24724527181288
2,4,0.0,2877.081115377521,5.30607379169855,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.492689682920656
21,6,0.0,9377.258365834126,11.092253784319915,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.550584547071825
14,1,12.608707801627656,4741.815921836323,7.413538896114193,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.257164139590714
0,6,17.312323278952963,1537.6350210875582,0.4296889696538492,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.26067489805378
6,6,26.188461912270057,4497.237671877534,9.252747769138832,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.177210963207926
11,3,0.0,1532.4165273086385,6.171543561399935,0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.13644536467706
16,0,0.0,5174.557337293628,13.827517649506607,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.26869075725309
20,3,0.0,5744.372494105258,7.493434667103531,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.1283041975512
23,0,0.0,3576.2308864877778,10.634627189090084,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.8065499522814
19,6,12.992406108063935,995.0109580454013,3.283027384943203,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.73759277863975
4,5,0.0,9451.984295642418,11.414603467974798,1,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.52015636710373
3,4,0.0,7801.525200789267,10.814329657255085,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.724624336707805
11,6,5.943125827232621,8437.146480899673,13.561225628119622,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.17000131825219
19,0,0.0,3858.6234245764254,0.5073246257879882,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.315706817290135
23,0,0.0,7680.06099118867,6.712510464261767,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.58184399976002
